road_point_id,lat,lon,road_name,city,total_sewer_length,old_sewer_length,sewer_old30_ratio,average_sewer_age,sewer_match_status,has_nearby_repair,repair_id,last_repair_date,repair_type,distance_to_last_repair_m,nearby_repair_count,date,avg_temp,min_temp,max_temp,precipitation,snowfall,humidity,pothole_label
R00277,35.947756,126.896589,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2026-07-23,23.1,16.23,31.38,14.530000000000001,0.0,59.636,0
R00504,35.466249,127.390625,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2025-12-30,2.59,-4.43,10.06,4.47,0.89,59.04600000000001,0
R00392,35.948941,126.957302,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,1,F0061,2024-05-03,덧씌우기,287.2705145235735,1,2025-11-26,0.06399999999999997,-8.03,9.27,1.66,0.0,64.03,0
R00135,35.87861,127.095273,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2026-07-10,24.958,16.69,32.44,0.0,0.0,61.008,0
R00195,35.995053,126.762328,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,0,,,,,0,2024-11-08,2.81,-4.62,8.95,5.33,0.0,62.306000000000004,0
R00401,35.98252,126.925258,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2026-04-14,16.894,11.15,23.08,4.41,0.0,63.61,1
R00640,35.618997,126.856267,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2026-07-06,24.566,17.36,31.2,6.64,0.0,60.081999999999994,0
R00033,35.823408,127.224027,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2025-08-18,21.302,14.43,29.23,14.149999999999999,0.0,70.252,0
R00460,35.418368,127.392787,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2025-01-28,-0.030000000000000006,-7.47,7.4,0.0,0.0,57.63000000000001,0
R00470,35.452903,127.426837,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2024-10-05,10.366,1.79,18.6,11.58,0.0,54.39,0
R00375,35.891777,127.014449,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2026-01-11,-0.1200000000000001,-9.1,8.85,5.62,4.9,72.292,0
R00022,35.824024,127.169147,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2025-07-13,24.728,18.8,31.61,0.0,0.0,49.251999999999995,0
R00670,35.591932,126.833874,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2024-12-12,0.162,-5.05,6.16,12.64,0.08,55.322,0
R00038,35.778085,127.100754,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2025-07-21,24.928,15.83,31.21,22.22,0.0,63.55799999999999,0
R00230,36.008837,126.73561,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,0,,,,,0,2025-01-12,0.4299999999999999,-7.18,6.53,7.06,2.18,65.738,0
R00365,35.983286,126.957562,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2026-03-16,9.303999999999998,1.31,18.17,22.64,0.0,56.474000000000004,1
R00563,35.568981,126.862675,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2025-07-07,25.380000000000003,17.88,33.01,7.96,0.0,54.038,0
R00438,35.417725,127.450021,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2025-11-04,3.476,-3.44,10.42,1.85,0.0,66.17,0
R00283,35.947534,126.925525,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2024-08-31,18.718,11.44,25.75,10.0,0.0,64.686,0
R00027,35.82491,127.194303,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2025-12-25,-0.7779999999999999,-10.2,5.33,9.48,1.44,57.198,0
R00226,35.989253,126.735337,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,0,,,,,0,2026-07-20,25.542,17.05,36.34,23.06,0.0,66.218,0
R00277,35.947756,126.896589,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2025-06-01,22.222,14.26,30.46,36.93,0.0,63.802,1
R00609,35.615869,126.902275,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2026-08-08,20.162,13.62,28.4,12.51,0.0,54.56,0
R00284,35.947861,126.930646,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2024-12-10,0.5360000000000001,-6.66,8.63,3.51,0.0,56.470000000000006,1
R00481,35.357294,127.39005,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,1,F0038,2024-12-02,상온아스콘,21.613938761646885,1,2025-12-11,-1.048,-11.07,8.27,0.02,0.96,53.83,0
R00453,35.394212,127.368537,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2024-09-09,15.232,8.75,24.25,0.0,0.0,62.06,0
R00659,35.555263,126.870762,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2025-08-02,21.97,12.53,31.4,45.44,0.0,62.224000000000004,1
R00516,35.37662,127.430309,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2026-08-14,20.234,13.76,26.31,0.0,0.0,61.044,0
R00547,35.570127,126.786581,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2026-07-02,26.201999999999998,15.58,34.2,0.0,0.0,58.354,0
R00192,35.983184,126.751861,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,0,,,,,0,2026-03-07,7.264,-3.91,18.32,0.0,0.0,51.839999999999996,0
R00049,35.814873,127.139872,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2025-07-04,25.558,19.82,34.18,2.36,0.0,51.302,0
R00512,35.363478,127.443558,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2024-12-22,-3.0300000000000002,-11.75,5.85,0.0,0.0,58.134,0
R00017,35.824821,127.145805,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2025-05-22,21.502,15.12,27.22,0.0,0.0,54.848,0
R00172,35.91448,126.685149,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,0,,,,,0,2025-03-10,8.422,1.77,14.91,0.0,0.0,62.39,0
R00220,35.960287,126.7373,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,0,,,,,0,2025-02-28,8.203999999999999,0.94,14.75,39.31,0.0,56.872,1
R00158,35.966508,126.758865,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,0,,,,,0,2026-06-30,25.514,15.97,34.5,26.34,0.0,57.641999999999996,0
R00477,35.336331,127.39122,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2026-06-13,25.532,18.05,34.13,70.91,0.0,63.17,1
R00046,35.805234,127.129248,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2026-02-16,4.296,-5.94,11.18,0.0,0.3,61.004,0
R00373,36.023019,126.958074,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2026-07-15,25.326,17.0,32.51,11.41,0.0,61.686,0
R00518,35.384008,127.421749,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2025-05-31,23.812,16.31,32.84,46.02,0.0,65.31,0
R00099,35.890533,127.148617,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2024-10-14,8.474,2.87,19.67,11.629999999999999,0.0,65.94200000000001,0
R00037,35.775645,127.09899,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2025-06-17,23.088,16.51,30.12,22.35,0.0,63.477999999999994,0
R00280,35.949088,126.912102,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2025-01-28,-0.030000000000000006,-7.47,7.4,0.0,0.0,57.63000000000001,0
R00349,35.907068,126.957013,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2024-09-06,16.064,8.28,24.71,1.73,0.0,56.646,1
R00497,35.433306,127.392192,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2025-08-23,18.784,13.07,30.05,0.55,0.0,66.25399999999999,0
R00302,35.947529,127.017443,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2025-05-09,21.622,13.74,28.98,0.0,0.0,56.24400000000001,1
R00181,35.945464,126.714632,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,0,,,,,0,2024-12-09,-0.93,-10.13,6.8,0.0,2.63,55.77,0
R00607,35.609827,126.896187,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2025-12-19,-0.26799999999999996,-7.97,8.63,18.28,1.8199999999999998,58.924,0
R00099,35.890533,127.148617,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2025-07-11,24.978,18.8,31.75,4.49,0.0,57.024,0
R00116,35.812461,127.158257,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2026-02-11,3.158,-6.96,13.41,0.0,1.43,55.152,0
R00191,35.978885,126.748397,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,0,,,,,0,2026-05-27,22.372,15.62,26.84,0.0,0.0,50.727999999999994,0
R00253,35.959922,126.746219,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,0,,,,,0,2026-03-20,11.494,3.87,19.15,3.63,0.0,58.202,0
R00161,35.966337,126.774117,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,0,,,,,0,2024-10-22,8.086,-2.07,19.1,12.67,0.0,60.95,0
R00256,35.970267,126.735865,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,0,,,,,0,2025-06-06,24.398,16.1,30.58,1.58,0.0,55.260000000000005,0
R00323,35.94691,126.956026,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,1,F0051,2025-03-31,덧씌우기,282.78321484119584,1,2024-09-12,13.907999999999998,2.89,22.31,11.27,0.0,69.30799999999999,0
R00128,35.853217,127.119876,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2026-02-18,4.684,-1.99,14.4,17.59,0.0,65.59200000000001,0
R00018,35.824759,127.148978,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2024-08-19,18.448,11.14,25.78,69.77000000000001,0.0,61.574,0
R00566,35.569344,126.877455,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2026-02-18,4.684,-1.99,14.4,17.59,0.0,65.59200000000001,0
R00570,35.570881,126.896782,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2025-01-06,-3.44,-12.24,8.59,0.0,0.0,55.672000000000004,0
R00323,35.94691,126.956026,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,1,F0051,2025-03-31,덧씌우기,282.78321484119584,1,2026-05-28,23.846,15.86,31.94,0.0,0.0,54.705999999999996,0
R00626,35.55397,126.856146,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2025-02-22,6.444,-5.93,14.0,20.799999999999997,0.0,58.67,0
R00288,35.947123,126.951077,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2024-12-24,-2.692,-11.93,2.43,3.27,0.39,60.136,1
R00663,35.566414,126.857825,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2025-03-07,6.906000000000001,-0.44,14.27,0.0,0.0,62.662,0
R00639,35.616456,126.856128,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2024-12-23,-3.064,-11.08,5.12,0.0,2.01,62.352,0
R00155,35.967871,126.743913,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,0,,,,,0,2025-05-02,18.125999999999998,8.34,26.16,1.94,0.0,63.702,0
R00490,35.399475,127.389946,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2026-06-25,24.668,18.55,32.29,2.25,0.0,60.39,0
R00386,35.928879,126.975814,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2026-02-16,4.296,-5.94,11.18,0.0,0.3,61.004,1
R00104,35.770905,127.201572,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2025-02-28,8.203999999999999,0.94,14.75,39.31,0.0,56.872,0
R00393,35.953645,126.953148,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2026-07-22,22.756,16.26,31.99,6.35,0.0,62.45,0
R00246,35.934975,126.769475,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,0,,,,,0,2024-11-30,-0.5039999999999999,-7.61,5.51,0.0,0.0,60.004,0
R00176,35.927913,126.697188,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,0,,,,,0,2026-02-04,0.21599999999999991,-8.34,5.67,15.78,0.0,67.786,0
R00039,35.779927,127.10576,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2025-05-10,18.922,10.49,27.24,7.9,0.0,59.814,0
R00477,35.336331,127.39122,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2025-09-06,15.968,4.45,22.74,9.15,0.0,59.016,0
R00538,35.451203,127.353755,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2025-05-05,21.901999999999997,14.22,28.68,4.62,0.0,53.251999999999995,0
R00408,36.005646,126.900915,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2025-10-06,9.724,1.46,18.32,11.07,0.0,51.720000000000006,1
R00525,35.407591,127.398556,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2025-08-11,20.322,12.16,27.21,0.0,0.0,59.815999999999995,0
R00506,35.476204,127.390266,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2024-11-01,4.578,-2.5,14.22,0.0,0.0,58.212,0
R00036,35.771193,127.095657,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2025-08-08,21.816,14.78,26.98,18.26,0.0,63.507999999999996,0
R00020,35.824556,127.161415,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2026-03-25,13.262,6.5,21.24,1.4,0.0,55.553999999999995,0
R00321,35.93962,126.948668,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2025-02-22,6.444,-5.93,14.0,20.799999999999997,0.0,58.67,1
R00512,35.363478,127.443558,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2026-07-04,25.018,18.6,30.48,0.0,0.0,62.176,0
R00400,35.979538,126.929792,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2025-06-04,24.19,17.02,31.55,10.879999999999999,0.0,54.88199999999999,1
R00654,35.536421,126.888782,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2024-10-02,10.67,3.46,18.41,10.18,0.0,58.174,0
R00471,35.456455,127.430377,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2026-03-14,9.168000000000001,-1.95,17.62,0.0,0.0,58.362,0
R00143,35.967487,126.685226,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,0,,,,,0,2024-11-09,2.504,-2.57,7.3,12.06,0.0,57.1,0
R00092,35.855794,127.148422,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2024-12-19,-1.8219999999999998,-12.33,5.58,2.14,0.0,53.2,0
R00354,35.931685,126.958902,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,1,F0076,2025-01-27,상온아스콘,76.92133332542402,2,2025-08-11,20.322,12.16,27.21,0.0,0.0,59.815999999999995,0
R00051,35.822437,127.146151,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2026-01-28,0.9039999999999999,-7.19,9.15,13.78,3.7399999999999998,54.596000000000004,0
R00665,35.574607,126.85097,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2024-10-23,5.3260000000000005,-1.65,12.6,5.79,0.0,57.36,0
R00575,35.570003,126.92076,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2026-06-06,26.826,19.56,32.41,19.91,0.0,69.934,0
R00190,35.97726,126.744251,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,0,,,,,0,2025-08-28,17.778,9.18,22.99,16.78,0.0,57.784000000000006,0
R00125,35.843201,127.129563,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2025-01-27,0.614,-5.7,8.1,0.0,0.0,65.652,0
R00150,35.967208,126.720263,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,0,,,,,0,2025-09-02,13.280000000000001,4.24,20.28,0.0,0.0,54.022000000000006,0
R00314,35.914794,126.925322,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2026-06-05,23.374000000000002,16.05,30.8,5.659999999999999,0.0,69.11,0
R00570,35.570881,126.896782,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2025-08-11,20.322,12.16,27.21,0.0,0.0,59.815999999999995,0
R00342,35.872336,126.957771,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2025-02-22,6.444,-5.93,14.0,20.799999999999997,0.0,58.67,1
R00305,35.948167,127.032524,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2025-07-06,25.582,18.6,30.96,4.71,0.0,54.678,0
R00054,35.833718,127.15628,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2025-11-11,2.754,-2.58,9.26,2.85,0.0,59.174,0
R00444,35.363118,127.336984,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2025-12-05,-0.542,-8.4,8.16,8.95,0.0,57.914,0
R00613,35.489736,126.855306,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2024-08-31,18.718,11.44,25.75,10.0,0.0,64.686,0
R00264,35.997116,126.706867,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,0,,,,,0,2025-02-18,4.542,-6.13,13.3,2.61,1.83,50.757999999999996,0
R00053,35.830333,127.153403,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2024-12-07,-1.718,-9.87,5.9,25.98,0.0,58.846000000000004,0
R00572,35.569716,126.907516,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2026-01-08,-2.552,-9.39,2.5,6.09,0.0,61.766,0
R00620,35.52488,126.855818,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2025-06-04,24.19,17.02,31.55,10.879999999999999,0.0,54.88199999999999,0
R00005,35.82463,127.087153,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2025-06-09,24.848000000000003,16.91,32.86,9.24,0.0,56.04200000000001,0
R00103,35.766707,127.205112,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2025-11-12,3.5460000000000003,-4.43,11.62,0.0,0.0,60.428,0
R00196,35.997577,126.765335,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,0,,,,,0,2025-03-21,11.352,2.81,18.17,3.84,0.0,60.504,0
R00350,35.911942,126.958567,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2026-05-12,22.22,14.5,31.08,2.09,0.0,55.77,1
R00047,35.809363,127.132389,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2026-03-08,6.276,-3.39,14.12,0.0,0.0,55.934000000000005,0
R00656,35.544692,126.882072,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2024-09-14,14.95,8.15,21.07,5.68,0.0,61.738,0
R00269,36.013538,126.690229,군산 데모도로,군산시,1384801.76,612246.21,0.442118307244208,14.853572251212228,matched,0,,,,,0,2026-05-10,19.828,11.73,24.72,0.0,0.0,51.215999999999994,0
R00370,36.009178,126.957255,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2025-04-06,13.004,6.02,23.53,5.15,0.0,60.6,0
R00636,35.600874,126.854656,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2026-03-06,9.044,3.32,15.96,0.12,0.0,60.13199999999999,0
R00106,35.776484,127.193677,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2025-07-05,25.064,18.12,34.15,52.339999999999996,0.0,62.153999999999996,0
R00670,35.591932,126.833874,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2025-04-08,13.232,6.31,19.13,3.42,0.0,61.668000000000006,0
R00659,35.555263,126.870762,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2026-06-19,24.666,18.03,31.25,29.11,0.0,62.238,0
R00657,35.546399,126.878274,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2025-10-29,5.837999999999999,-4.44,14.51,30.669999999999998,0.0,63.842,0
R00120,35.825854,127.146328,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2026-02-02,3.368,-5.63,15.21,4.06,3.48,55.726,0
R00604,35.59853,126.885311,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2025-09-25,13.709999999999999,4.57,21.73,0.0,0.0,58.19000000000001,0
R00058,35.846005,127.171492,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2024-10-10,9.234,1.34,17.18,3.34,0.0,57.42,0
R00346,35.892252,126.957481,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2025-06-27,24.418,16.53,31.12,15.66,0.0,69.01599999999999,0
R00474,35.467161,127.43947,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2025-05-26,23.064,16.06,30.81,10.87,0.0,62.824,0
R00117,35.814964,127.156567,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2026-08-14,20.234,13.76,26.31,0.0,0.0,61.044,0
R00127,35.850219,127.120805,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2024-09-18,13.23,5.64,23.28,0.0,0.0,62.855999999999995,0
R00393,35.953645,126.953148,익산 데모도로,익산시,1404068.0,1069912.0,0.7620086776423934,10.189728749446369,matched,0,,,,,0,2025-07-21,24.928,15.83,31.21,22.22,0.0,63.55799999999999,0
R00641,35.625455,126.856992,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2025-02-17,4.242,-4.37,12.28,0.0,0.0,60.605999999999995,0
R00058,35.846005,127.171492,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2024-09-10,16.454,8.6,24.29,0.0,0.0,50.426,0
R00634,35.593203,126.855944,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2026-02-13,3.084,-4.39,11.51,4.76,0.0,64.50800000000001,0
R00513,35.366316,127.440271,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2025-11-07,2.622,-5.1,9.77,0.0,0.0,66.22,0
R00096,35.874516,127.146631,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2024-10-31,4.8660000000000005,-2.98,13.89,33.65,0.0,62.35600000000001,0
R00638,35.611337,126.855431,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2024-08-28,17.407999999999998,6.87,23.33,0.0,0.0,56.862,0
R00118,35.818803,127.152232,전주 데모도로,전주시,2081706.65,842.95,0.0004049321742811,7.742488395563824,matched,0,,,,,0,2025-12-15,-0.868,-8.62,5.87,8.42,0.7,56.431999999999995,0
R00560,35.5695,126.848822,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2025-11-17,-0.021999999999999974,-7.54,9.11,13.18,0.0,68.096,0
R00601,35.589527,126.875097,정읍 데모도로,정읍시,845508.0,326882.92,0.3866112680187532,9.4307279162049,matched,0,,,,,0,2026-03-07,7.264,-3.91,18.32,0.0,0.0,51.839999999999996,0
R00488,35.390359,127.389866,남원 데모도로,남원시,670188.0,287953.6,0.4296609309626552,17.276260308101918,matched,0,,,,,0,2026-03-05,5.762,-0.14,14.49,13.36,0.0,62.224000000000004,0
