grid_id,lanes,road_rank,road_type,road_link_distance_m
22979_8068,2,103,0,3.1544886122828295
23011_8011,1,105,0,3.1564957553943858
22982_7878,2,101,0,3.1565564496190386
22895_8040,1,106,0,3.1574639197454295
22951_8049,2,103,0,3.1582930752729794
22974_8065,2,103,3,3.158532916175119
23029_7867,1,106,0,3.1590228583009363
22837_7855,1,106,0,3.162496593571637
23057_7981,1,106,0,3.1633750506223803
22881_8011,1,103,0,3.16375233731338
22922_7860,2,103,0,3.1641010427474203
22918_7935,1,107,0,3.1646618193054947
22996_7850,1,103,0,3.16546453278507
23049_7897,1,103,0,3.1676272581898868
23066_7842,1,106,0,3.1680429940599137
22967_8027,1,106,0,3.168376681689346
22879_7933,2,101,0,3.1703338934941327
22910_7934,1,106,0,3.1713234228268488
23070_8005,1,103,0,3.171520695749386
22979_7901,1,106,0,3.1719927628393663
22820_7841,1,103,0,3.1732258874502883
23015_7841,1,106,0,3.1733282687530546
23079_7904,2,101,0,3.176621875179661
22862_7952,2,107,0,3.1768816360845156
23031_7917,1,106,0,3.177964259746135
22843_7852,1,103,0,3.1818994896307338
22972_7958,2,103,0,3.1851299271431923
22907_7870,1,106,0,3.1854779611540063
23030_8029,1,103,0,3.1864289388479974
22967_7884,1,103,0,3.186813010663898
23011_7881,2,106,0,3.1870587205294054
22981_7996,1,106,0,3.1876478213652444
22924_8040,1,106,0,3.1877865760111144
22883_7887,2,105,0,3.1879032894463735
23031_7896,1,106,0,3.1905582265134225
22912_7949,1,106,0,3.1912029618358226
22871_7848,2,103,0,3.193933820994017
22997_7880,2,103,0,3.194287675605179
22935_7908,1,105,0,3.195455052646234
22897_7877,1,106,0,3.195634468676517
22849_8002,5,103,0,3.1963940664964183
22832_7872,2,106,0,3.198346567400785
22881_8035,2,101,0,3.198469405593776
23083_7839,1,103,0,3.199064418016123
23051_7882,1,105,0,3.1995688184710795
23066_7889,1,105,0,3.200196264775204
23042_7840,1,106,0,3.200499910224807
23103_8011,1,106,0,3.2010429392195134
22876_7880,2,101,0,3.2023859753954884
22990_7931,1,103,0,3.2024570129695773
23084_7867,1,103,0,3.202854308266627
23103_7997,1,103,0,3.203310159875811
23027_8055,1,106,0,3.203845578719101
22919_8033,2,106,0,3.2061218460012824
22977_8044,1,106,0,3.207655437422367
22887_8041,1,106,0,3.2079721273539024
22978_7946,1,106,0,3.2079869137902244
22841_7837,2,101,0,3.2088990987962087
23094_7852,1,103,0,3.210763837587332
22861_7954,3,103,0,3.210924396692637
22944_7997,2,103,0,3.2120605401322195
22860_7906,1,103,0,3.212404130542291
22959_7909,1,106,0,3.212679161296811
23062_8019,1,103,0,3.213857814233222
23073_8020,1,105,0,3.215177697030374
22979_8012,1,106,0,3.215199844301936
22919_7973,2,106,3,3.2155271325567285
22999_8046,1,107,0,3.2158295994711126
22975_7982,2,103,0,3.2158587871888717
22964_7989,2,101,0,3.2160134235103373
23086_7873,1,103,0,3.219697884356187
22921_8003,2,106,0,3.22045110301117
22890_7995,1,106,0,3.2228677914710637
22977_7884,1,103,0,3.223266317834003
22874_7907,1,106,0,3.2236087997891825
22923_7903,1,103,0,3.2238473348874974
23065_7908,1,103,0,3.225126354264262
22851_7889,2,105,0,3.2271646448919875
22939_7917,1,103,0,3.227977851157576
22972_7881,2,103,0,3.2299508589751023
22851_7871,1,106,0,3.2305179384571816
23102_7869,2,103,0,3.2328740097445583
23099_7953,1,106,0,3.235036919645929
22924_8065,1,106,0,3.2371129925285715
22894_7949,1,106,0,3.2392209145863635
22997_7955,1,105,0,3.2394054892268076
22904_7968,2,103,0,3.240202975491028
22841_7884,1,103,0,3.241085855578862
22923_8017,1,106,0,3.2416548363442046
22894_8031,1,103,0,3.2431048323905083
23085_7881,1,103,0,3.243130613708788
22991_7926,2,103,0,3.244080463632891
22969_7885,1,103,0,3.2450676123387705
22822_7867,1,103,0,3.246368084119209
23103_8018,1,106,0,3.2486767400784093
22957_7993,2,101,0,3.2487309812164775
23043_7933,1,106,0,3.2491899678153264
23087_7957,1,103,0,3.2492125333165656
22923_8064,1,106,0,3.2493247361786444
22911_7842,2,104,0,3.2500134104476186
23002_8049,1,103,0,3.250118303293257
23011_7893,1,103,0,3.2504979163569523
22966_7885,1,103,0,3.2523585417319216
23036_7908,1,106,0,3.2523746357735357
22958_7865,2,103,0,3.252518540725841
22895_7860,2,103,0,3.253406950327024
23072_8055,2,103,0,3.254757503760394
22860_7981,3,103,3,3.254821834617583
22978_7983,2,103,0,3.2555714579692383
22912_8039,1,106,0,3.2558965982118484
22933_7952,2,106,0,3.257226992935273
22897_7882,2,101,0,3.261399744138875
22932_7993,2,103,0,3.2618588836976627
22879_7992,1,106,0,3.2633351288323635
22947_7965,1,101,0,3.265941289367197
23028_8004,1,103,0,3.2660266636893205
23023_7987,1,103,0,3.2667298972627328
22907_8012,1,106,0,3.267678521423991
22940_8016,1,106,0,3.268050017045601
23027_7886,1,107,0,3.2682222194597914
22921_7837,2,104,0,3.268754010667381
22905_7907,2,106,0,3.2695637860350293
22918_8019,2,103,0,3.2707866966938144
23082_7981,1,106,0,3.272189888306848
22982_7999,1,106,0,3.2726114009023455
22950_7974,3,106,0,3.273864218487973
22914_8055,2,103,0,3.2761120237954717
22968_8063,1,106,0,3.2774113753916607
22948_7867,1,106,0,3.278220903867711
22907_7950,2,103,0,3.2787394660292226
22844_7893,1,107,0,3.279129281035714
22969_7930,1,106,0,3.2807347602427157
22853_7870,1,106,0,3.2822504366514327
22944_7961,1,106,0,3.2828775438422766
22880_8036,1,106,0,3.283859094613685
22954_7998,2,106,0,3.2850156368009267
22988_7885,2,101,0,3.2856670560374983
22909_7883,2,103,0,3.286297091227145
22965_7975,2,103,0,3.2865000155167476
22987_7882,2,101,0,3.2880525522151522
22900_7868,1,106,0,3.2897775746728803
22942_8010,1,107,0,3.2904743621189056
22996_7903,2,103,0,3.291296510026579
23078_8065,2,103,3,3.2931173829116975
23023_8001,1,106,3,3.2943276363890264
23101_7977,1,103,0,3.294925568231382
22912_8036,1,106,0,3.2979661107706395
22885_8031,2,101,3,3.299227230895926
22994_7906,2,103,0,3.3029391256212626
23001_8033,1,106,0,3.304808118637582
22931_7860,1,103,0,3.3060294645490513
23039_7878,1,106,0,3.3063874495523606
22968_7861,1,103,0,3.308923038179766
22851_7883,1,105,0,3.310479406938506
22972_7920,1,103,3,3.3110608973211875
23046_8062,1,106,0,3.3141279690159333
22924_7979,2,101,0,3.314167849446002
23019_7854,1,106,0,3.314505356380094
22925_8039,2,103,0,3.314546461860865
23085_7918,2,101,0,3.314672661682153
22923_8015,1,106,0,3.31482130560977
23006_7966,2,103,0,3.315566902860966
22905_8011,1,106,0,3.317186463141228
23005_7883,2,106,0,3.3173779714852576
22831_7862,1,106,0,3.3175581413370114
23046_7896,1,103,0,3.3189844515866396
22843_7846,1,103,0,3.3207795778935525
23068_7858,1,103,0,3.3222877776322877
23003_7979,1,105,0,3.3229342177838443
23025_7969,1,106,0,3.3271906474555233
23062_7845,1,106,0,3.327785753350971
22866_7869,2,103,0,3.3287174785957356
22905_7906,2,106,0,3.328847989424959
22930_7848,2,101,0,3.329041477310444
22985_7953,1,106,0,3.3307810784176444
22954_7996,2,101,0,3.3311677810543334
22902_8055,2,106,0,3.3318840066560225
23064_7887,1,105,0,3.3322931078922453
22837_7865,2,103,0,3.3337520653447816
22959_8063,1,106,0,3.3342095294786365
22948_8067,1,106,0,3.3354207964771034
23053_8024,2,103,0,3.3377353363197444
22917_7964,1,106,0,3.3378398428018765
22952_7930,2,103,0,3.338646534485421
22981_7921,1,106,0,3.3392968843725757
23030_7898,1,107,0,3.3403935037601227
22961_7934,1,106,0,3.340434478534166
23101_7842,1,106,0,3.340745583746886
22898_7891,2,101,0,3.3412254113662043
22996_7848,1,103,0,3.3424917672368477
22899_7836,2,104,0,3.34518313980992
23042_7893,1,105,0,3.345441995189348
22951_8006,4,101,0,3.3457859546948328
23031_7931,1,106,0,3.346045324471739
23091_7920,1,106,0,3.3474064955515592
22923_7976,1,106,0,3.347762879743365
22886_7903,1,106,0,3.3481553729606293
22860_8069,1,106,0,3.349153379803073
22952_7890,1,103,0,3.349796821241192
22821_7839,1,106,0,3.350807785303517
22911_8027,1,106,0,3.3535764395395162
22972_7982,2,103,0,3.3536247018878274
22987_8036,1,103,4,3.3536931216132553
22999_7846,1,103,0,3.353986217897018
22958_7993,2,101,0,3.354197275185587
22853_7886,2,105,0,3.3549735766156945
23090_8008,1,106,0,3.355449308774982
22914_7946,1,106,0,3.3558068631319755
23025_8002,1,106,0,3.3564466799821644
22880_8018,2,103,0,3.3603157817705425
22892_7838,2,104,0,3.361264383503178
22932_7960,2,101,0,3.3613421879104144
23093_8044,1,105,0,3.361522856901717
23088_8058,2,103,0,3.3628629706625315
22890_7944,1,106,0,3.364520302191428
22947_7883,1,105,0,3.3647123599181
23055_7898,1,103,0,3.364726512318604
23038_7956,1,103,0,3.3655069532837296
23055_8063,2,103,0,3.3660178060683457
23058_8043,1,105,0,3.3665604199398818
22858_7889,1,106,0,3.367048950790041
22896_7863,2,103,0,3.367206838439742
22922_8003,2,106,0,3.3704180014065765
22880_8023,2,103,0,3.3721071607941706
22853_8067,1,101,0,3.372702644430576
22913_7991,2,103,0,3.3735157659001125
22857_7859,1,106,0,3.373642158187656
22923_7980,1,106,0,3.373642290132804
22983_7844,1,106,0,3.3739250506443055
23067_8067,1,106,0,3.374766904530946
22956_8041,2,101,0,3.374909873174591
23040_7897,1,105,0,3.3762808445606627
22986_7862,1,106,0,3.376706115167628
23087_7950,1,103,0,3.3768703493974477
22913_7883,2,105,0,3.3776344013114254
22946_7852,1,105,0,3.3778698992916034
22925_7968,2,106,0,3.3784758637395336
22986_7943,1,105,0,3.378823561073595
22922_8069,1,106,0,3.379020645237542
22984_8008,1,106,0,3.381285288990918
22962_7981,3,103,0,3.381422008192514
22971_7936,1,106,0,3.381483567103368
22858_7924,1,103,0,3.3817237818858437
22910_8006,1,106,0,3.382207323360702
23073_7896,1,106,0,3.382209559789279
22877_8052,1,107,0,3.383733998391227
22849_7878,1,105,0,3.3850217741018445
22953_8036,2,101,0,3.385140101550591
22900_7846,2,101,3,3.385412232722557
22991_7983,2,103,0,3.3864494815227846
22924_7903,1,103,0,3.3877694327649484
22979_7976,2,101,0,3.387781517591409
22931_7954,1,106,0,3.3885694741106507
23004_7918,1,106,0,3.389190750071179
23027_8005,1,103,0,3.3892490649079217
23054_8032,2,103,0,3.390087628987932
22877_7911,2,101,0,3.3903345127981037
23026_8063,1,106,0,3.390464240153259
22955_8009,3,106,0,3.391662298223364
23058_7900,1,106,0,3.391691748763565
22995_7862,1,105,0,3.3921213007397166
22868_7901,1,106,0,3.392655547581335
22965_7980,1,103,0,3.3947207435306876
22979_7896,1,103,0,3.3947346097583773
22872_8027,1,106,0,3.395237458639558
22885_7845,1,106,3,3.3969756876811683
22904_8008,1,106,0,3.3974483772236588
22924_7993,2,103,0,3.3993669692113477
23100_8037,1,106,0,3.3993839722840713
22886_7912,1,107,0,3.399827703428076
22877_7912,2,101,0,3.4002124795254094
22865_8060,1,103,0,3.401446744432585
22860_8003,3,103,0,3.402091866602168
22916_7849,2,101,0,3.4043004315743812
22960_7905,2,103,0,3.4045165706414413
22869_7905,1,106,0,3.4045293480177437
22949_7997,1,107,0,3.4049247486750165
23095_7934,1,106,0,3.4066584531215964
22908_7868,1,106,0,3.407254447612611
23011_8046,1,105,0,3.40843917410352
22862_8006,3,103,0,3.409965625116427
22931_7872,1,103,0,3.4109197463017886
22869_7884,2,101,0,3.4112938878335126
22900_7939,1,106,0,3.4116270979480694
22906_7836,1,104,0,3.4120611573106947
23025_7927,1,103,0,3.4133233434144215
22868_8043,1,106,0,3.4141459431964907
23034_7919,1,106,0,3.418102775679928
22934_8047,2,103,0,3.4184936025949164
22984_7861,1,106,0,3.4204046150214356
23024_7935,1,106,0,3.420871291499988
22903_7842,1,104,0,3.421413343987985
23011_7863,2,103,0,3.421572586602558
22985_7984,1,105,0,3.422080680901475
23088_8067,3,101,0,3.422127935478688
22831_7861,1,106,0,3.423174839746152
22869_7878,1,105,0,3.4233892352148367
23018_7892,2,103,0,3.4241109689577454
22907_7874,2,103,0,3.4244715503348937
22996_8051,1,105,0,3.4280267281107943
22964_8047,1,105,0,3.4283393189046514
22948_8069,1,106,0,3.428793752384823
22953_7953,2,103,0,3.4289340180244103
22901_7964,2,103,0,3.4295411673126255
22942_7890,1,103,0,3.4310768661307454
22887_7966,1,106,0,3.433529898593388
23084_7907,1,106,0,3.4356576382355843
23003_7956,1,103,0,3.4356959731190044
22877_8051,1,106,0,3.43828959554173
22925_7948,2,101,0,3.438496917976264
22968_7965,2,103,0,3.4401468388487615
22933_7879,1,103,0,3.4417200611320795
22952_7873,2,101,0,3.442547380160529
22868_7999,2,103,0,3.442918831761714
22898_7889,2,101,0,3.4441404972707073
22896_7938,1,106,0,3.445873290434554
23012_7991,1,106,0,3.4483010820251865
22932_7848,2,101,0,3.4499025903646716
22895_8020,2,101,4,3.450034068231718
23013_8023,1,106,0,3.45084976285319
22932_7886,1,103,0,3.451157070148917
22941_7846,1,106,0,3.4511901743027384
23082_7901,2,103,3,3.4512720556151564
22998_7898,2,103,0,3.4516653696233606
22894_7878,1,106,0,3.4536150082321453
22933_7966,2,106,0,3.4543226391031285
22964_8069,1,106,0,3.455443058836318
22944_8014,1,106,0,3.457459121027661
22971_7875,2,101,0,3.458768865172762
22868_7856,1,107,0,3.460717855261977
22934_7965,2,103,0,3.46415957111691
23062_8006,1,106,0,3.4642124769017197
22841_7922,1,103,0,3.4663841342537847
22861_7863,1,106,0,3.467787193662022
22885_7959,1,106,0,3.4678900511934625
22991_7886,1,106,0,3.4688984455778065
22917_8016,1,106,0,3.4699859934812145
22912_7992,2,103,0,3.4701336622720595
23080_7914,2,101,0,3.470427370166776
23025_7874,1,106,0,3.470745222972606
22923_7860,2,103,3,3.4707974250933806
22919_7890,1,106,0,3.471122436650532
22983_7870,1,106,0,3.4713341626217566
22843_7841,1,103,0,3.4714015184581513
23083_7854,1,103,0,3.4728837916177455
22888_7836,1,104,0,3.4754729321043016
23100_7941,2,101,0,3.475654709010974
23093_8043,1,105,0,3.47674999605596
22980_7975,1,106,0,3.4770343574929323
22934_7975,2,101,3,3.4779681749211955
22993_7929,2,101,0,3.479107251642373
22890_7930,2,106,0,3.4791498105211875
22949_8027,1,106,0,3.4830670513475037
22992_7900,1,106,0,3.4834709782834192
22938_7917,1,103,3,3.48471105671963
22918_7939,2,101,0,3.484729254102757
23053_8043,1,105,0,3.484773531091338
22916_7961,1,106,0,3.4848659223105143
22951_8014,1,106,0,3.485637261799912
23060_7998,2,105,0,3.485954661338971
22997_7848,1,103,0,3.4876596810834943
23018_8026,1,105,0,3.489018866996309
23018_7983,1,105,0,3.4905111713016437
23059_7884,1,105,0,3.490794500313758
22985_8057,1,105,0,3.492265292648967
22937_8028,1,106,0,3.4932036386615075
22926_8041,2,103,0,3.4945417817586173
22857_8061,2,101,0,3.494819733762647
22878_7933,1,106,0,3.4954585752808627
22975_7842,1,103,3,3.4974913746019034
22933_7843,2,101,3,3.4977965863254257
22944_7988,1,101,0,3.498616723386684
22902_7996,2,103,0,3.500096829502002
22902_7922,2,103,0,3.501462688406741
22913_7992,2,103,0,3.502121634423587
23070_7890,1,105,0,3.503302896670695
23058_7883,1,105,0,3.504011074583869
22831_7865,1,106,0,3.5052936896657534
22973_7956,2,103,0,3.505702111064989
23021_8027,1,103,0,3.505902103708504
23070_7855,1,103,0,3.5064133538992244
22926_7863,2,103,0,3.5080997796561877
22897_7887,1,101,0,3.5082933323818204
22982_7945,2,101,0,3.5097309698300774
22870_7912,1,106,0,3.5104057983000456
23021_7965,1,103,0,3.5118660333889222
23034_7981,1,103,0,3.5122385021932603
23038_8030,1,106,0,3.5130555150557914
23027_7936,1,106,0,3.5136037015658643
22985_7862,1,106,0,3.5141919000575785
22945_7966,2,101,0,3.5145718925020795
23023_7921,2,103,0,3.5146816631094517
22995_7851,1,103,0,3.514828943214062
23017_8057,2,103,0,3.515199160011343
22873_7929,1,103,0,3.517758779195081
22927_8024,1,106,0,3.5189268625884074
23042_7896,2,105,0,3.519856905745773
22901_7839,3,104,0,3.5211751192041847
23102_7985,2,103,0,3.5227161475660513
22992_7925,2,101,0,3.5229735835420706
22881_7908,1,103,0,3.5238274143547326
22931_8068,1,106,0,3.5244330733040075
22936_8026,1,106,0,3.5254505196517187
22962_7909,1,106,0,3.5263316387313517
23018_7839,2,103,3,3.526350925147307
22985_7981,2,103,0,3.526570426056939
23013_7893,2,101,0,3.530350708485191
23030_7895,1,106,0,3.53331683770988
22943_8014,1,106,0,3.5347761996780767
22929_7953,2,101,0,3.534994114579401
22903_7929,2,106,0,3.5351906766948993
22856_8063,2,101,0,3.536385270705153
22949_7986,2,103,0,3.537175635174007
22914_7928,2,106,0,3.5392224214784833
23101_7940,2,106,0,3.5394019716393514
22884_7999,1,107,0,3.539668761356935
22832_7878,1,106,0,3.5397767292861273
22928_7864,2,103,0,3.5400130863522086
23056_7994,1,103,0,3.542022940705033
23068_7962,1,105,0,3.544301408549959
22999_7896,2,103,0,3.544697252926246
23013_8018,1,105,0,3.545548866670369
22959_7853,3,103,0,3.5485709355115596
22964_8008,1,106,0,3.5495927198966837
22871_7889,2,101,0,3.5521054470416975
23091_7976,1,106,0,3.554349747478504
22887_8021,1,103,0,3.555510230991432
22963_8049,2,101,0,3.556362647174647
22887_7850,1,106,0,3.557492832375617
22895_8024,2,101,0,3.557761546208328
22856_7912,1,103,0,3.5580979777996498
23031_7985,1,103,0,3.5581072680110557
22870_7847,2,103,0,3.5604044248215008
22926_8042,2,103,0,3.5647268946778214
23022_7878,1,105,0,3.5651336245134684
23101_7897,1,103,0,3.5676989001292503
23081_7914,2,101,4,3.568121641806413
22965_7847,2,101,0,3.56866416249961
22984_7941,1,105,0,3.5694605535380206
23004_7978,1,105,0,3.571669013545593
22991_8068,2,104,0,3.5717639827142
23076_7900,1,106,0,3.572271360895354
22999_7888,1,107,0,3.572350210385776
22874_8049,1,106,0,3.5739407248473034
22956_7884,1,103,0,3.574540467775065
23072_8051,2,103,0,3.576092161484094
22960_7949,1,106,0,3.5765021017879346
22959_8048,1,106,0,3.5767285003207046
23001_8048,1,103,0,3.577222572738328
22901_7952,2,103,0,3.5774566665990877
22954_8027,1,106,0,3.579568997195008
22960_7914,2,103,0,3.5812512218567427
22834_7857,1,106,0,3.581431109907287
22889_7976,1,106,0,3.5828737557490515
22897_7902,2,103,0,3.5830610497430597
22896_7904,2,101,0,3.583073477920301
22897_7850,2,101,0,3.583324052830744
22936_8040,1,106,0,3.5840753268774836
22892_7929,1,106,0,3.586210341178268
22978_7846,2,105,0,3.586533386427194
22924_7853,1,106,0,3.588084570467164
22865_7895,2,106,0,3.5891209319518045
22854_7912,1,103,0,3.5917258493399036
22870_7951,1,106,0,3.5918674600267737
22915_7976,2,103,0,3.5919812653444763
23003_7963,2,101,0,3.593690673850991
22994_7952,1,105,0,3.5939311209341387
22838_7881,1,103,0,3.5940333361675623
22944_7889,1,103,0,3.5952892543007797
22879_8013,2,103,0,3.5961085925766474
23032_7984,1,103,0,3.5961832125822815
23065_8060,2,103,0,3.5971508184268925
22904_8009,1,106,0,3.5978502630890365
23003_7916,1,106,0,3.598357886768406
22988_7994,1,105,0,3.598451870335885
22912_7972,1,107,0,3.6018791885754005
23099_8038,1,106,0,3.603513183504225
22955_7965,2,103,0,3.6035724601625514
22880_7934,2,101,3,3.603878903617468
22970_7886,1,103,0,3.604115438629122
22860_7907,1,103,0,3.6047194973542274
22950_8058,2,103,0,3.6055144762985196
22958_8030,1,106,0,3.6064106426892337
22883_8009,3,103,0,3.606730657916106
22962_8049,2,101,0,3.6074785635235123
22843_7892,1,103,0,3.608061934990262
23054_8020,2,103,0,3.6080957673143748
22896_7897,2,101,0,3.609093388905184
22875_7851,2,103,0,3.610826549348221
22996_7960,1,105,0,3.6111861054420773
22960_7940,1,106,0,3.611748784292062
22887_7936,1,106,0,3.6124691869277714
23005_7948,1,103,0,3.6129400495971846
22947_7890,1,103,0,3.6134440408012143
22856_7868,2,101,0,3.614563084179721
23029_8030,1,103,0,3.6150115908435727
22972_7941,1,106,0,3.615400166392711
22822_7840,1,103,3,3.615692820709644
22947_7882,1,105,0,3.6159608198158795
22984_7933,2,103,0,3.6163419154920806
22968_7982,2,103,0,3.6173368904812304
22886_8049,1,106,0,3.621231016855527
22982_7872,1,106,0,3.6217578275229756
23061_7884,1,105,0,3.62215361918119
23031_7986,1,103,0,3.6234098553639273
22984_7846,1,106,0,3.6244607454619806
23043_7985,1,106,0,3.6248977395000326
22914_7840,3,104,0,3.6259651577706307
23041_7983,1,106,0,3.627297996888058
22850_7843,2,103,0,3.627944295881768
23059_8050,1,106,0,3.628654498276289
23081_8028,1,105,0,3.628856078964078
22903_8022,1,106,0,3.6290711929126545
23082_8009,1,103,0,3.630133797250787
23006_7887,2,103,0,3.6309465829425527
23026_8060,1,106,0,3.6334551528683265
23075_7913,2,101,0,3.633456530486913
22816_7840,1,103,0,3.634147348195151
23054_7912,2,101,4,3.635041717582835
23005_7949,1,103,0,3.6351571173086654
22954_7910,1,106,0,3.635741191238178
22929_7977,2,101,0,3.6360794688960167
22964_7878,1,103,0,3.636208227343151
22909_7933,1,106,0,3.6374069297849707
23007_8062,1,104,0,3.638314137930949
23032_7967,1,103,0,3.6385713240270268
22841_7851,1,106,0,3.639585357219519
23039_7894,1,103,0,3.6403557898759225
22902_8052,1,106,0,3.641062322175378
22942_8007,2,103,0,3.641129244913621
22947_7901,1,106,0,3.6415388597169613
22900_8001,1,106,0,3.6419280748569003
23084_7906,1,106,0,3.642045297059113
22967_7902,1,106,0,3.642098374851366
22915_7849,2,101,0,3.6438578261298433
22880_7936,1,106,0,3.6446619554499993
22886_7836,2,105,0,3.645665366637566
22946_7968,2,103,0,3.646059169946451
23091_8042,1,105,0,3.64704770586031
23060_8022,1,103,0,3.647327989504843
23069_7897,1,106,0,3.6475399041204515
22971_7843,2,101,3,3.6479068910105967
22894_8013,2,106,0,3.6490747399691372
22900_7886,1,105,0,3.6493507552262447
23091_7977,1,106,0,3.6499928300880273
23028_7953,1,103,0,3.6500468110921203
22905_8042,1,103,0,3.650119507987444
23034_7920,1,106,0,3.6505175809429935
23029_7899,2,101,3,3.6509755233593886
22915_7836,1,104,0,3.651165845458585
22977_8054,2,101,0,3.653540401608873
22911_7969,2,106,0,3.653845904857078
22885_7996,1,106,0,3.6571346498969337
22990_8002,1,105,0,3.6575096602526886
22879_8001,3,103,0,3.6587699517609757
22902_8015,1,106,0,3.659274132759616
23077_8021,1,105,0,3.6599375610184106
23100_8061,1,105,0,3.659944926055459
22943_8046,2,105,0,3.6605657521013906
23043_7882,1,106,0,3.6605707283432576
22929_7958,1,106,0,3.6609126056215877
23073_8009,1,103,0,3.6623461868744562
22988_7907,2,101,0,3.6637677077475583
22944_7854,1,103,0,3.6656740893769992
22886_7940,1,106,0,3.6660232317981167
22953_8037,2,101,0,3.6661084592567503
22893_7941,1,103,0,3.667534501641606
23045_7975,1,106,0,3.6677520972831275
22842_7936,2,103,0,3.6682182122632914
22871_7865,1,106,0,3.6685624947225626
22926_8037,2,103,0,3.6697251346606223
22905_7990,2,101,0,3.6719444616667287
22988_7908,2,101,0,3.6723124444139073
23047_8053,1,106,0,3.673087076355618
22879_7911,1,103,0,3.673511930221919
23099_7915,1,103,0,3.673951699778
23082_7940,1,107,0,3.6746191117393145
22842_7892,1,103,0,3.6748729263074376
22930_7872,1,103,0,3.6763951247099014
22835_7879,1,103,0,3.6769147298743383
22951_8063,2,103,0,3.6788350407568395
23095_7864,1,106,0,3.6801425215348456
23062_8062,1,106,0,3.680973042044831
22881_7942,1,106,0,3.6813147994445496
23077_7902,1,106,0,3.6817557964937264
23010_7859,2,103,0,3.6821095946894475
22881_7936,1,107,0,3.682257759209316
22910_7923,2,103,0,3.6822777852388997
22934_7843,1,105,0,3.68259365671573
22928_7900,1,103,0,3.6832301645045007
22872_7996,1,106,0,3.6876752340483234
22874_7926,1,106,0,3.688190232604996
22876_8018,2,106,0,3.6908191009310896
22945_7867,2,101,0,3.6939585199235005
23099_7963,2,103,0,3.693971264190634
23101_8060,1,105,0,3.694172896374101
22879_8036,2,101,0,3.6945497756593926
22942_8034,1,106,0,3.69531679862024
23043_7981,1,106,0,3.696469616139124
22837_7881,1,103,0,3.698118374879709
23044_7906,1,105,0,3.699791593864855
22967_7981,2,101,0,3.6998105625049607
22914_7882,2,105,0,3.699992183575929
22991_7868,1,106,0,3.700720531339121
23028_8000,1,103,0,3.7010830719617496
22961_8043,1,106,0,3.7027153193839317
22864_7957,3,103,0,3.703925234820108
22959_7903,2,103,0,3.705157430051478
23071_7896,1,106,0,3.7067659302178404
22898_8067,2,103,0,3.7068825720822605
23044_7943,1,106,0,3.7071492527122056
22889_7854,1,106,0,3.707911658490949
23098_7852,1,103,0,3.7079668360639326
22854_7860,1,106,0,3.7082211437046837
22918_7877,1,105,0,3.7090488231569863
22987_7858,1,103,0,3.7107457654072578
22876_8044,2,103,0,3.7110784380202135
22902_7944,1,106,0,3.711603038715489
22939_7865,2,101,0,3.7117040791168554
22952_7896,1,106,0,3.7136539196386003
22969_8062,1,106,0,3.715070428349357
22903_7977,2,101,0,3.715510910150508
22917_7948,1,106,0,3.7160592485568444
22906_8062,1,106,0,3.718485867425158
22854_7888,2,105,0,3.718618163091405
22839_7855,1,106,0,3.7194482793840233
22958_7868,2,103,0,3.722768497734645
22969_7939,1,105,0,3.7228898562716934
23026_7862,1,106,0,3.723287898883896
22993_8043,1,103,0,3.723521327800803
23023_8043,1,107,0,3.7241970431858045
22975_7922,1,103,0,3.7249343131816937
22876_8035,2,103,0,3.726188663904423
22902_7920,2,101,0,3.7271074919218172
23063_7905,1,103,0,3.7274964755028224
22944_7888,1,103,0,3.7283037810312503
22852_8069,1,106,0,3.728591046387073
23095_7889,1,103,0,3.7288749244647033
23061_7845,1,106,0,3.729363465552771
23071_7915,1,103,0,3.730189011901236
23098_7977,1,103,0,3.7307931737692006
23060_7960,1,105,0,3.7314438241999808
23049_8040,1,106,0,3.7319639501755177
23095_7862,1,106,0,3.7329330115102697
23043_7967,1,103,0,3.7337594234284066
22914_8042,1,106,0,3.734508235475284
22936_7968,2,101,0,3.7355367399240795
23080_7991,1,103,0,3.735593795803516
22835_7847,1,106,0,3.737761973333803
22982_7871,1,106,0,3.738882672718164
22892_8047,1,106,0,3.738990684832129
22952_7913,1,106,0,3.739068022260942
22893_7926,2,103,4,3.739143239937062
22969_7844,2,101,0,3.739557496785475
22838_7931,2,103,0,3.7402257045504443
22962_8027,1,106,3,3.7402965747393995
22864_7915,1,106,0,3.7405217589800634
23025_8012,1,103,0,3.7409232013843607
22976_8015,1,107,0,3.741401612793883
22945_8044,2,101,0,3.7431810270960764
22993_7890,1,106,0,3.7437000041774
23046_7997,2,103,0,3.7439477295848844
22936_7864,2,101,3,3.745603256186205
22918_7983,1,106,0,3.747509954221014
23069_7896,1,106,0,3.748984348985161
22924_7845,2,103,0,3.7511735954090923
22913_8041,1,106,0,3.751618967931975
22875_8032,1,103,0,3.751755487270525
22989_7867,2,103,0,3.751917481848847
22923_7947,2,101,0,3.7523529280585755
22874_8050,2,103,0,3.7524611420433933
22991_7912,1,103,0,3.752620876412686
22865_7880,1,107,0,3.7529884054059925
22872_7864,1,106,0,3.7566443950961164
22921_8030,1,106,0,3.7566659490592813
23068_7913,1,103,0,3.758855688921527
23060_8054,1,106,0,3.7589301713278873
22893_7956,2,101,3,3.7591304598013164
22964_8007,1,106,0,3.7606435851457336
