road_point_id,lat,lon,road_name,행정동_시도,행정동_시군구,행정동_읍면동
R00488,35.390359,127.389866,남원 데모도로,,,
R00489,35.394854,127.389632,남원 데모도로,,,
R00490,35.399475,127.389946,남원 데모도로,,,
R00491,35.403664,127.390188,남원 데모도로,,,
R00492,35.407522,127.389588,남원 데모도로,,,
R00493,35.414523,127.390643,남원 데모도로,,,
R00494,35.418072,127.390784,남원 데모도로,,,
R00495,35.423058,127.390905,남원 데모도로,,,
R00496,35.42844,127.390172,남원 데모도로,,,
R00497,35.433306,127.392192,남원 데모도로,,,
R00498,35.437687,127.390559,남원 데모도로,,,
R00499,35.443614,127.389726,남원 데모도로,,,
R00500,35.446799,127.389979,남원 데모도로,,,
R00501,35.453295,127.390161,남원 데모도로,,,
R00502,35.45745,127.391038,남원 데모도로,,,
R00503,35.461896,127.390338,남원 데모도로,,,
R00504,35.466249,127.390625,남원 데모도로,,,
R00505,35.472318,127.390957,남원 데모도로,,,
R00506,35.476204,127.390266,남원 데모도로,,,
R00507,35.48096,127.390228,남원 데모도로,,,
R00508,35.48774,127.390175,남원 데모도로,,,
R00509,35.490595,127.389924,남원 데모도로,,,
R00510,35.495272,127.389493,남원 데모도로,,,
R00511,35.360301,127.445956,남원 데모도로,,,
R00512,35.363478,127.443558,남원 데모도로,,,
R00513,35.366316,127.440271,남원 데모도로,,,
R00514,35.36946,127.437272,남원 데모도로,,,
R00515,35.373056,127.432984,남원 데모도로,,,
R00516,35.37662,127.430309,남원 데모도로,,,
R00517,35.380783,127.424563,남원 데모도로,,,
R00518,35.384008,127.421749,남원 데모도로,,,
R00519,35.38702,127.419466,남원 데모도로,,,
R00520,35.390441,127.416464,남원 데모도로,,,
R00521,35.394619,127.412143,남원 데모도로,,,
R00522,35.396977,127.409231,남원 데모도로,,,
R00523,35.399892,127.405494,남원 데모도로,,,
R00524,35.405344,127.401345,남원 데모도로,,,
R00525,35.407591,127.398556,남원 데모도로,,,
R00526,35.412661,127.395166,남원 데모도로,,,
R00527,35.41435,127.391393,남원 데모도로,,,
R00528,35.418121,127.388875,남원 데모도로,,,
R00529,35.420923,127.38595,남원 데모도로,,,
R00530,35.425161,127.382425,남원 데모도로,,,
R00531,35.42817,127.378571,남원 데모도로,,,
R00532,35.431679,127.375993,남원 데모도로,,,
R00533,35.435338,127.37155,남원 데모도로,,,
R00534,35.438364,127.367754,남원 데모도로,,,
R00535,35.442279,127.365261,남원 데모도로,,,
R00536,35.445062,127.361347,남원 데모도로,,,
R00537,35.449099,127.358081,남원 데모도로,,,
R00538,35.451203,127.353755,남원 데모도로,,,
R00539,35.45487,127.350996,남원 데모도로,,,
R00540,35.458624,127.347198,남원 데모도로,,,
R00541,35.461847,127.343834,남원 데모도로,,,
R00542,35.465325,127.341219,남원 데모도로,,,
R00543,35.469876,127.337365,남원 데모도로,,,
R00544,35.472757,127.332405,남원 데모도로,,,
R00545,35.569579,126.775467,정읍 데모도로,,,
R00546,35.570073,126.781282,정읍 데모도로,,,
R00547,35.570127,126.786581,정읍 데모도로,,,
R00548,35.569502,126.790119,정읍 데모도로,,,
R00549,35.570627,126.79551,정읍 데모도로,,,
R00550,35.569727,126.801535,정읍 데모도로,,,
R00551,35.570304,126.804958,정읍 데모도로,,,
R00552,35.56942,126.810868,정읍 데모도로,,,
R00553,35.570045,126.814805,정읍 데모도로,,,
R00554,35.570373,126.820252,정읍 데모도로,,,
R00555,35.570285,126.825104,정읍 데모도로,,,
R00556,35.570216,126.829722,정읍 데모도로,,,
R00557,35.569388,126.835449,정읍 데모도로,,,
R00558,35.569036,126.839247,정읍 데모도로,,,
R00559,35.568964,126.84381,정읍 데모도로,,,
R00560,35.5695,126.848822,정읍 데모도로,,,
R00561,35.570139,126.852906,정읍 데모도로,,,
R00562,35.569879,126.8594,정읍 데모도로,,,
R00563,35.568981,126.862675,정읍 데모도로,,,
R00564,35.570503,126.868176,정읍 데모도로,,,
R00565,35.570006,126.873685,정읍 데모도로,,,
R00566,35.569344,126.877455,정읍 데모도로,,,
R00567,35.56945,126.882423,정읍 데모도로,,,
R00568,35.570838,126.886324,정읍 데모도로,,,
R00569,35.569064,126.891408,정읍 데모도로,,,
R00570,35.570881,126.896782,정읍 데모도로,,,
R00571,35.569671,126.90093,정읍 데모도로,,,
R00572,35.569716,126.907516,정읍 데모도로,,,
R00573,35.570077,126.911682,정읍 데모도로,,,
R00574,35.568805,126.916376,정읍 데모도로,,,
R00575,35.570003,126.92076,정읍 데모도로,,,
R00576,35.570358,126.926923,정읍 데모도로,,,
R00577,35.56953,126.93166,정읍 데모도로,,,
R00578,35.569823,126.936803,정읍 데모도로,,,
R00579,35.514755,126.798666,정읍 데모도로,,,
R00580,35.517298,126.803773,정읍 데모도로,,,
R00581,35.519509,126.805886,정읍 데모도로,,,
R00582,35.523206,126.809624,정읍 데모도로,,,
R00583,35.526796,126.813006,정읍 데모도로,,,
R00584,35.53106,126.815246,정읍 데모도로,,,
R00585,35.53322,126.820471,정읍 데모도로,,,
R00586,35.537717,126.822689,정읍 데모도로,,,
R00587,35.54115,126.827787,정읍 데모도로,,,
R00588,35.544153,126.829581,정읍 데모도로,,,
R00589,35.548228,126.834922,정읍 데모도로,,,
R00590,35.550424,126.837171,정읍 데모도로,,,
R00591,35.555235,126.840653,정읍 데모도로,,,
R00592,35.556678,126.844311,정읍 데모도로,,,
R00593,35.560644,126.84654,정읍 데모도로,,,
R00594,35.563548,126.851691,정읍 데모도로,,,
R00595,35.567602,126.854519,정읍 데모도로,,,
R00596,35.572019,126.857827,정읍 데모도로,,,
R00597,35.57525,126.861409,정읍 데모도로,,,
R00598,35.578568,126.864039,정읍 데모도로,,,
R00599,35.581305,126.867926,정읍 데모도로,,,
R00600,35.585239,126.871728,정읍 데모도로,,,
R00601,35.589527,126.875097,정읍 데모도로,,,
R00602,35.591617,126.876758,정읍 데모도로,,,
R00603,35.595075,126.880772,정읍 데모도로,,,
R00604,35.59853,126.885311,정읍 데모도로,,,
R00605,35.602529,126.88987,정읍 데모도로,,,
R00606,35.606236,126.893335,정읍 데모도로,,,
R00607,35.609827,126.896187,정읍 데모도로,,,
R00608,35.612504,126.898103,정읍 데모도로,,,
R00609,35.615869,126.902275,정읍 데모도로,,,
R00610,35.619172,126.905011,정읍 데모도로,,,
R00611,35.623332,126.908436,정읍 데모도로,,,
R00612,35.625395,126.911783,정읍 데모도로,,,
R00613,35.489736,126.855306,정읍 데모도로,,,
R00614,35.494589,126.85642,정읍 데모도로,,,
R00615,35.499999,126.855537,정읍 데모도로,,,
R00616,35.503533,126.855597,정읍 데모도로,,,
R00617,35.509753,126.856622,정읍 데모도로,,,
R00618,35.514389,126.856841,정읍 데모도로,,,
R00619,35.520201,126.855662,정읍 데모도로,,,
R00620,35.52488,126.855818,정읍 데모도로,,,
R00621,35.529402,126.856496,정읍 데모도로,,,
R00622,35.532152,126.855324,정읍 데모도로,,,
R00623,35.53753,126.854753,정읍 데모도로,,,
R00624,35.543849,126.857448,정읍 데모도로,,,
R00625,35.547901,126.856598,정읍 데모도로,,,
R00626,35.55397,126.856146,정읍 데모도로,,,
R00627,35.557761,126.855828,정읍 데모도로,,,
R00628,35.563004,126.856612,정읍 데모도로,,,
R00629,35.567799,126.856299,정읍 데모도로,,,
R00630,35.572288,126.854885,정읍 데모도로,,,
R00631,35.577801,126.855101,정읍 데모도로,,,
R00632,35.582455,126.856529,정읍 데모도로,,,
R00633,35.586071,126.855575,정읍 데모도로,,,
R00634,35.593203,126.855944,정읍 데모도로,,,
R00635,35.595713,126.856561,정읍 데모도로,,,
R00636,35.600874,126.854656,정읍 데모도로,,,
R00637,35.606627,126.855358,정읍 데모도로,,,
R00638,35.611337,126.855431,정읍 데모도로,,,
R00639,35.616456,126.856128,정읍 데모도로,,,
R00640,35.618997,126.856267,정읍 데모도로,,,
R00641,35.625455,126.856992,정읍 데모도로,,,
R00642,35.630783,126.856529,정읍 데모도로,,,
R00643,35.634857,126.855447,정읍 데모도로,,,
R00644,35.640185,126.855748,정읍 데모도로,,,
R00645,35.645988,126.855893,정읍 데모도로,,,
R00646,35.649043,126.855421,정읍 데모도로,,,
R00647,35.514007,126.912451,정읍 데모도로,,,
R00648,35.516605,126.909882,정읍 데모도로,,,
R00649,35.519548,126.904147,정읍 데모도로,,,
R00650,35.52302,126.902453,정읍 데모도로,,,
R00651,35.52687,126.897763,정읍 데모도로,,,
R00652,35.531185,126.895541,정읍 데모도로,,,
R00653,35.534174,126.892292,정읍 데모도로,,,
R00654,35.536421,126.888782,정읍 데모도로,,,
R00655,35.541394,126.88594,정읍 데모도로,,,
R00656,35.544692,126.882072,정읍 데모도로,,,
R00657,35.546399,126.878274,정읍 데모도로,,,
R00658,35.550374,126.875754,정읍 데모도로,,,
R00659,35.555263,126.870762,정읍 데모도로,,,
R00660,35.557868,126.868173,정읍 데모도로,,,
R00661,35.56196,126.863398,정읍 데모도로,,,
R00662,35.563211,126.861169,정읍 데모도로,,,
R00663,35.566414,126.857825,정읍 데모도로,,,
R00664,35.572029,126.855151,정읍 데모도로,,,
R00665,35.574607,126.85097,정읍 데모도로,,,
R00666,35.578927,126.846606,정읍 데모도로,,,
R00667,35.58254,126.844193,정읍 데모도로,,,
R00668,35.584904,126.840671,정읍 데모도로,,,
R00669,35.588659,126.83769,정읍 데모도로,,,
R00670,35.591932,126.833874,정읍 데모도로,,,
R00671,35.595178,126.829631,정읍 데모도로,,,
R00672,35.599161,126.826231,정읍 데모도로,,,
R00673,35.60303,126.823845,정읍 데모도로,,,
R00674,35.605363,126.820151,정읍 데모도로,,,
R00675,35.608788,126.81545,정읍 데모도로,,,
R00676,35.612337,126.81311,정읍 데모도로,,,
R00677,35.616548,126.809821,정읍 데모도로,,,
R00678,35.620247,126.805601,정읍 데모도로,,,
R00679,35.622776,126.804011,정읍 데모도로,,,
R00680,35.625117,126.799115,정읍 데모도로,,,
