grid_id,road_risk_score,risk_level,relative_top_percent,absolute_risk_score,absolute_risk_level,action_level,action_rank,risk_trigger,preventive_repair_candidate,feature_risk_score,model_relative_score,relative_ai_index,absolute_feature_score,absolute_risk_index,road_structure_score,lanes,road_rank,road_type,lanes_lift,road_rank_lift
22842_7982,23.6,보통,41.036,26.3,낮음,모니터링,4216,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22842_7983,23.6,보통,41.036,26.3,낮음,모니터링,4217,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22843_7962,23.6,보통,41.036,26.3,낮음,모니터링,4218,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22843_7963,23.6,보통,41.036,26.3,낮음,모니터링,4219,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22843_7964,23.6,보통,41.036,26.3,낮음,모니터링,4220,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22843_7971,23.6,보통,41.036,26.3,낮음,모니터링,4221,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22843_7972,23.6,보통,41.036,26.3,낮음,모니터링,4222,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22843_7983,23.6,보통,41.036,26.3,낮음,모니터링,4223,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22843_7984,23.6,보통,41.036,26.3,낮음,모니터링,4224,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22843_7985,23.6,보통,41.036,26.3,낮음,모니터링,4225,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22843_7986,23.6,보통,41.036,26.3,낮음,모니터링,4226,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22844_7959,23.6,보통,41.036,26.3,낮음,모니터링,4227,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22844_7960,23.6,보통,41.036,26.3,낮음,모니터링,4228,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22844_7961,23.6,보통,41.036,26.3,낮음,모니터링,4229,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22844_7962,23.6,보통,41.036,26.3,낮음,모니터링,4230,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22844_7972,23.6,보통,41.036,26.3,낮음,모니터링,4231,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22844_7986,23.6,보통,41.036,26.3,낮음,모니터링,4232,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22844_7987,23.6,보통,41.036,26.3,낮음,모니터링,4233,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22844_7988,23.6,보통,41.036,26.3,낮음,모니터링,4234,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22844_7989,23.6,보통,41.036,26.3,낮음,모니터링,4235,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22845_7957,23.6,보통,41.036,26.3,낮음,모니터링,4236,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22845_7958,23.6,보통,41.036,26.3,낮음,모니터링,4237,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22845_7959,23.6,보통,41.036,26.3,낮음,모니터링,4238,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22845_7972,23.6,보통,41.036,26.3,낮음,모니터링,4239,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22845_7973,23.6,보통,41.036,26.3,낮음,모니터링,4240,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22845_7989,23.6,보통,41.036,26.3,낮음,모니터링,4241,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22845_7990,23.6,보통,41.036,26.3,낮음,모니터링,4242,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22845_7991,23.6,보통,41.036,26.3,낮음,모니터링,4243,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22846_7955,23.6,보통,41.036,26.3,낮음,모니터링,4244,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22846_7973,23.6,보통,41.036,26.3,낮음,모니터링,4245,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22846_7992,23.6,보통,41.036,26.3,낮음,모니터링,4246,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22846_7993,23.6,보통,41.036,26.3,낮음,모니터링,4247,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22846_7994,23.6,보통,41.036,26.3,낮음,모니터링,4248,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22847_7954,23.6,보통,41.036,26.3,낮음,모니터링,4249,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22847_7955,23.6,보통,41.036,26.3,낮음,모니터링,4250,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,3,0.75015182,1.04174334
22847_7973,23.6,보통,41.036,26.3,낮음,모니터링,4251,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22847_7974,23.6,보통,41.036,26.3,낮음,모니터링,4252,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22847_7996,23.6,보통,41.036,26.3,낮음,모니터링,4253,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22847_7997,23.6,보통,41.036,26.3,낮음,모니터링,4254,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22847_7998,23.6,보통,41.036,26.3,낮음,모니터링,4255,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22848_7953,23.6,보통,41.036,26.3,낮음,모니터링,4256,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22848_7954,23.6,보통,41.036,26.3,낮음,모니터링,4257,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22848_7974,23.6,보통,41.036,26.3,낮음,모니터링,4258,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,3,0.75015182,1.04174334
22848_7975,23.6,보통,41.036,26.3,낮음,모니터링,4259,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22848_7998,23.6,보통,41.036,26.3,낮음,모니터링,4260,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22848_7999,23.6,보통,41.036,26.3,낮음,모니터링,4261,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22848_8000,23.6,보통,41.036,26.3,낮음,모니터링,4262,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22848_8001,23.6,보통,41.036,26.3,낮음,모니터링,4263,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22849_7952,23.6,보통,41.036,26.3,낮음,모니터링,4264,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22849_7953,23.6,보통,41.036,26.3,낮음,모니터링,4265,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22849_7975,23.6,보통,41.036,26.3,낮음,모니터링,4266,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22849_7976,23.6,보통,41.036,26.3,낮음,모니터링,4267,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22849_8001,23.6,보통,41.036,26.3,낮음,모니터링,4268,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22850_7976,23.6,보통,41.036,26.3,낮음,모니터링,4269,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22851_7976,23.6,보통,41.036,26.3,낮음,모니터링,4270,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22851_7977,23.6,보통,41.036,26.3,낮음,모니터링,4271,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22852_7977,23.6,보통,41.036,26.3,낮음,모니터링,4272,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22852_7978,23.6,보통,41.036,26.3,낮음,모니터링,4273,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22853_7978,23.6,보통,41.036,26.3,낮음,모니터링,4274,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22854_7978,23.6,보통,41.036,26.3,낮음,모니터링,4275,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22854_7979,23.6,보통,41.036,26.3,낮음,모니터링,4276,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22855_7979,23.6,보통,41.036,26.3,낮음,모니터링,4277,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22856_7979,23.6,보통,41.036,26.3,낮음,모니터링,4278,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22857_7979,23.6,보통,41.036,26.3,낮음,모니터링,4279,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22858_7979,23.6,보통,41.036,26.3,낮음,모니터링,4280,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22858_7980,23.6,보통,41.036,26.3,낮음,모니터링,4281,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22859_7980,23.6,보통,41.036,26.3,낮음,모니터링,4282,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22860_7980,23.6,보통,41.036,26.3,낮음,모니터링,4283,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22860_8044,23.6,보통,41.036,26.3,낮음,모니터링,4284,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22860_8045,23.6,보통,41.036,26.3,낮음,모니터링,4285,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22860_8046,23.6,보통,41.036,26.3,낮음,모니터링,4286,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22860_8048,23.6,보통,41.036,26.3,낮음,모니터링,4287,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22861_7980,23.6,보통,41.036,26.3,낮음,모니터링,4288,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22861_8043,23.6,보통,41.036,26.3,낮음,모니터링,4289,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22861_8044,23.6,보통,41.036,26.3,낮음,모니터링,4290,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22861_8048,23.6,보통,41.036,26.3,낮음,모니터링,4291,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22861_8049,23.6,보통,41.036,26.3,낮음,모니터링,4292,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22862_7980,23.6,보통,41.036,26.3,낮음,모니터링,4293,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22862_7981,23.6,보통,41.036,26.3,낮음,모니터링,4294,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22862_8042,23.6,보통,41.036,26.3,낮음,모니터링,4295,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22862_8043,23.6,보통,41.036,26.3,낮음,모니터링,4296,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22862_8049,23.6,보통,41.036,26.3,낮음,모니터링,4297,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22862_8051,23.6,보통,41.036,26.3,낮음,모니터링,4298,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22863_7981,23.6,보통,41.036,26.3,낮음,모니터링,4299,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22863_8042,23.6,보통,41.036,26.3,낮음,모니터링,4300,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22863_8053,23.6,보통,41.036,26.3,낮음,모니터링,4301,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22864_7981,23.6,보통,41.036,26.3,낮음,모니터링,4302,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22864_7999,23.6,보통,41.036,26.3,낮음,모니터링,4303,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22864_8041,23.6,보통,41.036,26.3,낮음,모니터링,4304,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22865_7981,23.6,보통,41.036,26.3,낮음,모니터링,4305,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,3,0.75015182,1.04174334
22865_8040,23.6,보통,41.036,26.3,낮음,모니터링,4306,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22865_8041,23.6,보통,41.036,26.3,낮음,모니터링,4307,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22866_7981,23.6,보통,41.036,26.3,낮음,모니터링,4308,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,3,0.75015182,1.04174334
22866_7982,23.6,보통,41.036,26.3,낮음,모니터링,4309,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,3,0.75015182,1.04174334
22866_7999,23.6,보통,41.036,26.3,낮음,모니터링,4310,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22866_8039,23.6,보통,41.036,26.3,낮음,모니터링,4311,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22866_8040,23.6,보통,41.036,26.3,낮음,모니터링,4312,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22867_7982,23.6,보통,41.036,26.3,낮음,모니터링,4313,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,3,0.75015182,1.04174334
22867_7998,23.6,보통,41.036,26.3,낮음,모니터링,4314,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22868_7982,23.6,보통,41.036,26.3,낮음,모니터링,4315,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,3,0.75015182,1.04174334
22868_7999,23.6,보통,41.036,26.3,낮음,모니터링,4316,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22868_8038,23.6,보통,41.036,26.3,낮음,모니터링,4317,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22869_7982,23.6,보통,41.036,26.3,낮음,모니터링,4318,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,3,0.75015182,1.04174334
22869_8000,23.6,보통,41.036,26.3,낮음,모니터링,4319,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22869_8001,23.6,보통,41.036,26.3,낮음,모니터링,4320,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22869_8038,23.6,보통,41.036,26.3,낮음,모니터링,4321,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22870_7982,23.6,보통,41.036,26.3,낮음,모니터링,4322,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,3,0.75015182,1.04174334
22870_8001,23.6,보통,41.036,26.3,낮음,모니터링,4323,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22870_8003,23.6,보통,41.036,26.3,낮음,모니터링,4324,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22870_8004,23.6,보통,41.036,26.3,낮음,모니터링,4325,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22871_7982,23.6,보통,41.036,26.3,낮음,모니터링,4326,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22871_8004,23.6,보통,41.036,26.3,낮음,모니터링,4327,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22871_8005,23.6,보통,41.036,26.3,낮음,모니터링,4328,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22871_8036,23.6,보통,41.036,26.3,낮음,모니터링,4329,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22871_8037,23.6,보통,41.036,26.3,낮음,모니터링,4330,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22872_7982,23.6,보통,41.036,26.3,낮음,모니터링,4331,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22872_8036,23.6,보통,41.036,26.3,낮음,모니터링,4332,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22873_7982,23.6,보통,41.036,26.3,낮음,모니터링,4333,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22874_7982,23.6,보통,41.036,26.3,낮음,모니터링,4334,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22874_8035,23.6,보통,41.036,26.3,낮음,모니터링,4335,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22874_8050,23.6,보통,41.036,26.3,낮음,모니터링,4336,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22875_7982,23.6,보통,41.036,26.3,낮음,모니터링,4337,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22875_8031,23.6,보통,41.036,26.3,낮음,모니터링,4338,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22875_8035,23.6,보통,41.036,26.3,낮음,모니터링,4339,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22875_8044,23.6,보통,41.036,26.3,낮음,모니터링,4340,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22875_8045,23.6,보통,41.036,26.3,낮음,모니터링,4341,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22875_8046,23.6,보통,41.036,26.3,낮음,모니터링,4342,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22875_8047,23.6,보통,41.036,26.3,낮음,모니터링,4343,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22875_8048,23.6,보통,41.036,26.3,낮음,모니터링,4344,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22875_8050,23.6,보통,41.036,26.3,낮음,모니터링,4345,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22875_8051,23.6,보통,41.036,26.3,낮음,모니터링,4346,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22876_7982,23.6,보통,41.036,26.3,낮음,모니터링,4347,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22876_8011,23.6,보통,41.036,26.3,낮음,모니터링,4348,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22876_8035,23.6,보통,41.036,26.3,낮음,모니터링,4349,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22876_8036,23.6,보통,41.036,26.3,낮음,모니터링,4350,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22876_8038,23.6,보통,41.036,26.3,낮음,모니터링,4351,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22876_8039,23.6,보통,41.036,26.3,낮음,모니터링,4352,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22876_8040,23.6,보통,41.036,26.3,낮음,모니터링,4353,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22876_8041,23.6,보통,41.036,26.3,낮음,모니터링,4354,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22876_8042,23.6,보통,41.036,26.3,낮음,모니터링,4355,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22876_8043,23.6,보통,41.036,26.3,낮음,모니터링,4356,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22876_8044,23.6,보통,41.036,26.3,낮음,모니터링,4357,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22876_8051,23.6,보통,41.036,26.3,낮음,모니터링,4358,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22877_7982,23.6,보통,41.036,26.3,낮음,모니터링,4359,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22877_8011,23.6,보통,41.036,26.3,낮음,모니터링,4360,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22877_8012,23.6,보통,41.036,26.3,낮음,모니터링,4361,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22877_8053,23.6,보통,41.036,26.3,낮음,모니터링,4362,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22877_8054,23.6,보통,41.036,26.3,낮음,모니터링,4363,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22877_8055,23.6,보통,41.036,26.3,낮음,모니터링,4364,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22878_8012,23.6,보통,41.036,26.3,낮음,모니터링,4365,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22878_8030,23.6,보통,41.036,26.3,낮음,모니터링,4366,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22878_8055,23.6,보통,41.036,26.3,낮음,모니터링,4367,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
22878_8056,23.6,보통,41.036,26.3,낮음,모니터링,4368,없음,0,0.04912875,0.0,0.05582088,0.2521625,0.26290132,0.15924794,2,103,0,0.75015182,1.04174334
